ID;language;definiendum;definition source;definition;
A1.0019;EN;base-level polje;White and Culver, 2012;"A base-level polje is a polje with a floor cut entirely across karst rocks and is affected by the vertical oscillations of the water table; consequently, it is inundated during high-level periods.";
A1.0020;EN;collapse doline;Knez et al., 2015;Collapse dolines are large depressions that were formed with slow collapsing of roofs above larger underground cavities and afterwards with transformation of slopes.;
A1.0020;EN;collapse doline;White and Culver, 2012;Collapse dolines are common features of the Dinaric karst and are especially numerous above known large caves.;
A1.0020;SL;udornica;Vrviščar, 2016 po Stepišnik, 2006;Udornice so površinske kraške oblike, ki nastanejo s podiranjem stropa v podzemnih jamah z aktivnim vodnim tokom, ko se zniža gladina podzemne vode.;
A1.0020;SL;udornica;Ropret, 2016 po Stepišnik, 2010;Udornice so kraške globeli , ki nastanejo z udori stropov nad podzemnimi votlinami.;
A1.0020;SL;udornica;Ropret, 2016;Udornice so zaprte kraške globeli različnih dimenzij in oblik, ki so nastale z udori stropov nad podzemnimi votlinami.;
A1.0020;SL;udornica;Urankar 2007 po Gams, 2003;Udornice so večje kraške kotanje , ki so nastale zaradi rušenja stropa, zato imajo strma pobočja.;
A1.0020;SL;udornica;Frelih, 2014 po Mihevc, 2009;Udornice so površinske kraške oblike , ki so nastale s spelogenetskimi procesi.;
A1.0020;SL;udornica;Mihevc, 2001;Udornice so izrazita površinska reliefna oblika , ki pa ima svoj izvor v podzemnem dogajanju.;
A1.0020;SL;udornica;Stepišnik, 2006 po Stepišnik 2001;Udornice so površinske kraške globeli različnih oblik in velikosti, katerih nastanek povezujemo s točkastim vertikalnim odnašanjem kamnine v podzemlje, bodisi z nenadnimi udori nad jamskimi prostori, bodisi s postopnim odnašanjem kamnine nad aktivnimi jamskimi rovi (Stepišnik, 2001).;
A1.0020;SL;udornica;Stepišnik, 2010;Udornice so zaprte centrične globeli na krasu.;
A1.0020;SL;udornica;Peternelj, 2009 po Stepišnik, 2006;Osnovni mehanizem nastanka udornic je rušenje jamskih stropov do površja oziroma udor.;
A1.0020;SL;udornica;Stepišnik, 2011 po Gams in drugi, 1973;Strokovna literatura večje udornice imenuje tudi koliševke ali kukave.;
A1.0020;SL;koliševka;Stepišnik, 2011 po Gams in drugi, 1973;Strokovna literatura večje udornice imenuje tudi koliševke ali kukave.;
A1.0020;SL;kukava;Stepišnik, 2011 po Gams in drugi, 1973;Strokovna literatura večje udornice imenuje tudi koliševke ali kukave.;
A1.0020;SL;udornica;Stepišnik, 2010;Nastanek in razporeditev večjih globeli, ki jih slovenska strokovna literatura prav tako imenuje udornice, sta vezana na specifične hidrološke procese na območjih koncentriranih podzemskih tokov, nihanja piezometričnega nivoja v podzemlju, na večjo agresivnost ali erozivnost vodnih tokov ali kombinacije teh dejavnikov.;
A1.0020;SL;kukava;Frelih, 2014 po Stepišnik, 2006;Habič je s kukavo poimenoval udornice, ki imajo v dnu dostop do podzemnih prostorov injih ločil od koliševk, ki so brez dostopa do podzemnih prostorov.;
A1.0020;SL;udornica;Stepišnik, 2011;Udorna vrtača (udornica): Nastala je z udorom. ;
A1.0020;SL;udorna vrtača;Stepišnik, 2011;Udorna vrtača (udornica): Nastala je z udorom. ;
A1.0020;SL;koliševka;Gams et al., 1973;koliševka, koleševka: Več deset metrov globoka in široka kotanja, običajno s skalnim, prepadnim pobočjem, z vidnim dnom. Po prevladujočem naziranju je udornega postanka. Ljudski izraz na Notranjskem, kjer se javlja tudi ime koleševc.;
A1.0020;SL;koleševka;Gams et al., 1973;koliševka, koleševka: Več deset metrov globoka in široka kotanja, običajno s skalnim, prepadnim pobočjem, z vidnim dnom. Po prevladujočem naziranju je udornega postanka. Ljudski izraz na Notranjskem, kjer se javlja tudi ime koleševc.;
A1.0020;SL;udorna vrtača;Gams et al., 1973;udornica:Depresijska oblika z očitno udornim nastankom nad votlino. Pogosto ime za udorno vrtačo.;
A1.0020;SL;udornica;Gams et al., 1973;udornica:Depresijska oblika z očitno udornim nastankom nad votlino. Pogosto ime za udorno vrtačo.;
A1.0020;HR;kolapsna dolina;Vrbanac, 2013;kolapsna dolina : Dolina koja je formirana urušavanjem slojeva stijena. ;
A1.0020;EN;collapse sink;Monroe, 1970;collapse sink :  A closed depression formed by the collapse of tie roof of a cave. See also doline.;
A1.0020;HR;kolapsna vrtača;Vrbanac, 2013;"kolapsna vrtača : Tip vrtače koji je formiran urušavanjem svoda špilje.
";
A1.0020;HR;japaga;Roglić, 1973;japaga – jamoliko udubljenje kojemu se vidi dno, do kojega je teško doći jer su strane strme.;
A1.0021;EN;flutes;White and Culver, 2012;Longitudinal rills / flutes are suites of vertical grooves that develop where a water film flows down a high angle rock face.;
A1.0021;EN;longitudinal rills;White and Culver, 2012;Longitudinal rills / flutes are suites of vertical grooves that develop where a water film flows down a high angle rock face.;
A1.0021;SL;žlebiči;Štembergar, 2016;Žlebiči so razjede pravilnih žlebastih oblik, ki potekajo v smeri največjega strmca stene.;
A1.0021;SL;žlebiči;Leskovar, 2007;Žlebiči so polkrožne izjedenine, ki nastanejo po strmcu kamninskega bloka navzdol.;
A1.0021;SL;žlebiči;Leskovar, 2007 po Gines, 2004;Žlebiči so linearne oblike, ki nastanejo zaradi gravitacije, ki povzroči gibanje vode po strmcu navzdol.;
A1.0021;SL;žlebič;Stepišnik, 2011;žlebič: Žlebaste izjedenine s polkrožnim prečnim prerezom, potekajoče po smeri največjega strmca po kompaktni kamnini. ;
A1.0022;EN;dissolutional potholes;White and Culver, 2012;Dissolutional potholes are sharp-edged, rounded-interior basins in stream beds.;
A1.0023;EN;decantation runnels;Gunn, 2004;Decantation runnels are rills, which reduce in width and depth downslope because the solvent supply is not directly related to rainfall, but corresponds to overspilling stores of water, such as moss clumps, small snow banks, or soil remnants.;
A1.0024;EN;gypsum needles;White and Culver, 2012;Gypsum needles are straight, clear crystals that grow by extrusion from the soil in some caves.;
A1.0025;EN;cover-collapse sinkhole;White and Culver, 2012;A cover-collapse sinkhole is a subtype of a subsidence sinkhole.;
A1.0026;EN;suffosion dolines;White and Culver, 2012;According to European usage, suffosion dolines are small depressions usually only a few meters in diameter and depth.;
A1.0028;EN;tufa;Ford and Williams, 2007;Tufa refers to softer porous material found near cave entrances where rapid deposition is encouraged by evaporation.;
A1.0028;EN;tufa;Gillieson, 1996;tufa - spongy or vesicular calcium carbonate deposited from spring, river or lake waters.;
A1.0029;EN;cone;Ford and Williams, 2007;The word ‘tower’ therefore subsumes a myriad of forms, and a variety of terms in different languages has been used to describe them, including turm, mogote, cone, piton, hum and pepino.;
A1.0029;EN;hum;Ford and Williams, 2007;The word ‘tower’ therefore subsumes a myriad of forms, and a variety of terms in different languages has been used to describe them, including turm, mogote, cone, piton, hum and pepino.;
A1.0029;EN;mogote;Ford and Williams, 2007;The word ‘tower’ therefore subsumes a myriad of forms, and a variety of terms in different languages has been used to describe them, including turm, mogote, cone, piton, hum and pepino.;
A1.0029;EN;pepino;Ford and Williams, 2007;The word ‘tower’ therefore subsumes a myriad of forms, and a variety of terms in different languages has been used to describe them, including turm, mogote, cone, piton, hum and pepino.;
A1.0029;EN;piton;Ford and Williams, 2007;The word ‘tower’ therefore subsumes a myriad of forms, and a variety of terms in different languages has been used to describe them, including turm, mogote, cone, piton, hum and pepino.;
A1.0029;EN;tower;Ford and Williams, 2007;The word ‘tower’ therefore subsumes a myriad of forms, and a variety of terms in different languages has been used to describe them, including turm, mogote, cone, piton, hum and pepino.;
A1.0029;EN;turm;Ford and Williams, 2007;The word ‘tower’ therefore subsumes a myriad of forms, and a variety of terms in different languages has been used to describe them, including turm, mogote, cone, piton, hum and pepino.;
A1.0029;EN;mogotes;Gunn, 2004;Mogotes are isolated karst towers that rise from the blanket sands in the northern section.;
A1.0029;EN;haystack hill;Monroe, 1970;haystack hill :   In the tropics, rounded conical hill of limestone developed as a result of solution. Term being replaced by mogote.;
A1.0029;EN;mogote;Monroe, 1970;haystack hill :   In the tropics, rounded conical hill of limestone developed as a result of solution. Term being replaced by mogote.;
A1.0029;EN;hum;Monroe, 1970;hum :  Karst inselberg. Residual hill of limestone on a fairly level floor, such as the isolated hills of limestone in poljes. In some tropical areas, used loosely as synonym for mogote.;
A1.0029;EN;karst inselberg;Monroe, 1970;hum :  Karst inselberg. Residual hill of limestone on a fairly level floor, such as the isolated hills of limestone in poljes. In some tropical areas, used loosely as synonym for mogote.;
A1.0029;EN;mogote;Monroe, 1970;hum :  Karst inselberg. Residual hill of limestone on a fairly level floor, such as the isolated hills of limestone in poljes. In some tropical areas, used loosely as synonym for mogote.;
A1.0029;EN;mogote;Monroe, 1970;"mogote :  A steep-sided hill of limestone, generally surrounded by nearly flat alluviated plains; karst inselberg. Originally used in Cuba in referring to residual hills of folded limestone in the Sierra de los Organos but now used internationally for karst residual hills in the Tropics.";
A1.0029;SL;hum;Božič, 2007 po Mihevc, 2006;Vzpetina je korozijski ostanek sredi korozijske uravnave, zato se hum imenuje tudi osamelec.;
A1.0029;SL;osamelec;Božič, 2007 po Mihevc, 2006;Vzpetina je korozijski ostanek sredi korozijske uravnave, zato se hum imenuje tudi osamelec.;
A1.0029;SL;hum;Stepišnik, 2011;Osamelce na kraških poljih, ki so redki, a zelo značilni za kras, imenujemo humi.;
A1.0029;SL;hum;Stepišnik, 2011;Hum je osamljeni grič sredi ravnega dna kraškega polja.;
A1.0029;SL;hum;Stepišnik, 2011;Humi so ostanki korozijsko znižanega površja, saj je kamnina v tem delu zaradi različnih vzrokov bolj odporna na raztapljanje.;
A1.0029;SL;hum;Gams et al., 1973;hum: V kraški literaturi pomeni osamljen korozijsko-erozijsko-denudacijski ostanek višjega reliefa, zlasti na dnu kraškega polja. Slovensko ljudsko tudi goričica za nizke osamelce (npr. na Cerkniškem polju). Ljudsko ime v vseh jugoslovanskih jezikih, v različnih inačicah (hom, holm, holmec, hum). Pomeni osamljeno vzpetinico, golico ali grič na ravnini, tudi izven krasa.;
A1.0029;HR;stožasto brdo;Vrbanac, 2013;"stožasto brdo : U tropskom području, zaobljeno konično vapnenačko brdo nastalo kao
posljedica otapanja. Danas se preferira izraz mogote.";
A1.0029;HR;krški stožac;Vrbanac, 2013;krški stožac : Krški toranj sa zaobljenim ili kosim stranama. ;
A1.0029;HR;mogot;Vrbanac, 2013;"mogot : Općenito rezidualno vapnenačko brdo strmih padina u tropskom krškom terenu. 
špiljsklo mlijeko : Kriptokristalasta tvar bijele boje koja formira sige. Normalno je izgrađena od
karbonatnih minerala i koja, kada je vlažna, na opip sliči kremi od sira, a kada je suha finom puderu. Može se
sastojati od kalcita, hidromagnezita, neskuehonita, huntita, aragonita, magnezita ili dolomita. ";
A1.0029;HR;hum;Roglić, 1973;"hum – općeslavenski naziv (i u oblicima kum, hom i holm) za osamljena i istaknuta uzvišenja, bez obzira na vrstu reljefa. Dolazi do izražaja i u mnogobrojnim toponimima. H. su posebno rašireni u Dinarskom kršu (v. glavica); u stručnoj literaturi je zastupano mišljenja da se radi o specifičnom obliku cikličkog razvoja krškog reljefa, te je termin preuzet u međunarodnu znanstvenu terminologiju. Davana su različita mišljenja o postanku huma: ostatak grebena među ponikvama, ostatak razvodnica “mosor” (v.), otporniji dio zemljišta “monadnock” (v.) itd. Suvremena karstologija ograničava termin h. na osamljena uzvišenja na naplavnim ravnicama i korozijskim zaravnima (v.).";
A1.0029;EN;piton;Monroe, 1970;piton :   Limestone hill having sharply pointed peak.;
A1.0030;EN;breccia pipes;Ford and Williams, 2007;Breccia pipes are common features of gypsum karst that are created by progressive stoping above sites of interstratal dissolution.;
A1.0031;EN;bubbles;Ford and Williams, 2007 po Breish and Wefer, 1981, Pulido-Bosch, 1986 in Macaluso and Sauro, 1996;Gypsum tumuli (bubbles or tents) are hollow domes of freshly formed gypsum that are round or elliptical in plan.;
A1.0031;EN;gypsum tumuli;Ford and Williams, 2007 po Breish and Wefer, 1981, Pulido-Bosch, 1986 in Macaluso and Sauro, 1996;Gypsum tumuli (bubbles or tents) are hollow domes of freshly formed gypsum that are round or elliptical in plan (Breish and Wefer 1981, Pulido-Bosch 1986, Macaluso and Sauro 1996).;
A1.0031;EN;tents;Ford and Williams, 2007 po Breish and Wefer, 1981, Pulido-Bosch, 1986 in Macaluso and Sauro, 1996;Gypsum tumuli (bubbles or tents) are hollow domes of freshly formed gypsum that are round or elliptical in plan (Breish and Wefer 1981, Pulido-Bosch 1986, Macaluso and Sauro 1996).;
A1.0032;EN;solution runnels;Ford and Williams, 2007;Solution runnels are normal Hortonian channels, heading where sheetflow or wash on a slope breaks down into linear threads.;
A1.0032;EN;solution runnel;Gillieson, 1996;solution runnel - a solution hollow running down the maximum slope of the rock, larger than a solution flute and increasing in depth and width down its length. ;
A1.0032;HR;kanal otapanja;Vrbanac, 2013;kanal otapanja : Veći žlijeb otapanja čija se veličina može povećati s njegovom dužinom.;
A1.0033;EN;solution dolines;Ford and Williams, 2007;Solution dolines are a common feature of karst in humid areas, yet not all carbonate rocks support them.;
A1.0033;EN;solution dolines;Gunn, 2004;The principal surface karst landforms are shapely solution dolines, 10–100 m in diameter and up to 30 m in depth.;
